date,1. open,2. high,3. low,4. close,5. volume,Stock
2024-10-01,229.52,229.65,223.74,226.21,63285048.0,AAPL
2024-09-30,230.04,233.0,229.65,233.0,54793391.0,AAPL
2024-09-27,228.46,229.52,227.3,227.79,34025967.0,AAPL
2024-09-26,227.3,228.5,225.41,227.52,36636707.0,AAPL
2024-09-25,224.93,227.29,224.02,226.37,42308715.0,AAPL
2024-09-24,228.645,229.35,225.73,227.37,43556068.0,AAPL
2024-09-23,227.34,229.45,225.81,226.47,54146023.0,AAPL
2024-09-20,229.97,233.09,227.62,228.2,318679888.0,AAPL
2024-09-19,224.99,229.82,224.63,228.87,66781315.0,AAPL
2024-09-18,217.55,222.71,217.54,220.69,59894928.0,AAPL
2024-09-17,215.75,216.9,214.5,216.79,45519339.0,AAPL
2024-09-16,216.54,217.22,213.92,216.32,59357427.0,AAPL
2024-09-13,223.58,224.04,221.91,222.5,36766619.0,AAPL
2024-09-12,222.5,223.55,219.82,222.77,37498225.0,AAPL
2024-09-11,221.455,223.09,217.89,222.66,44587072.0,AAPL
2024-09-10,218.92,221.48,216.73,220.11,51591033.0,AAPL
2024-09-09,220.82,221.27,216.71,220.91,67179965.0,AAPL
2024-09-06,223.95,225.24,219.77,220.82,48423011.0,AAPL
2024-09-05,221.625,225.48,221.52,222.38,36615398.0,AAPL
2024-09-04,221.66,221.78,217.48,220.85,43262758.0,AAPL
2024-09-03,228.55,229.0,221.17,222.77,50190574.0,AAPL
2024-08-30,230.19,230.4,227.48,229.0,52990770.0,AAPL
2024-08-29,230.1,232.92,228.88,229.79,51906297.0,AAPL
2024-08-28,227.92,229.86,225.68,226.49,38052167.0,AAPL
2024-08-27,225.995,228.85,224.89,228.03,35934559.0,AAPL
2024-08-26,226.76,227.28,223.8905,227.18,30602208.0,AAPL
2024-08-23,225.6589,228.22,224.33,226.84,38677250.0,AAPL
2024-08-22,227.79,228.34,223.9,224.53,43695321.0,AAPL
2024-08-21,226.52,227.98,225.05,226.4,34765480.0,AAPL
2024-08-20,225.77,227.17,225.45,226.51,30299033.0,AAPL
2024-08-19,225.72,225.99,223.04,225.89,40687813.0,AAPL
2024-08-16,223.92,226.8271,223.6501,226.05,44340240.0,AAPL
2024-08-15,224.6,225.35,222.76,224.72,46414013.0,AAPL
2024-08-14,220.57,223.03,219.7,221.72,41960574.0,AAPL
2024-08-13,219.01,221.89,219.01,221.27,44155331.0,AAPL
2024-08-12,216.07,219.5099,215.6,217.53,38028092.0,AAPL
2024-08-09,212.1,216.78,211.97,216.24,42201646.0,AAPL
2024-08-08,213.11,214.2,208.83,213.31,47161149.0,AAPL
2024-08-07,206.9,213.64,206.39,209.82,63516417.0,AAPL
2024-08-06,205.3,209.99,201.07,207.23,69660488.0,AAPL
2024-08-05,199.09,213.5,196.0,209.27,119548589.0,AAPL
2024-08-02,219.15,225.6,217.71,219.86,105568560.0,AAPL
2024-08-01,224.37,224.48,217.02,218.36,62500996.0,AAPL
2024-07-31,221.44,223.82,220.63,222.08,50036262.0,AAPL
2024-07-30,219.19,220.325,216.12,218.8,41643840.0,AAPL
2024-07-29,216.96,219.3,215.75,218.24,36311778.0,AAPL
2024-07-26,218.7,219.49,216.01,217.96,41601345.0,AAPL
2024-07-25,218.93,220.85,214.62,217.49,51391199.0,AAPL
2024-07-24,224.0,224.8,217.13,218.54,61777576.0,AAPL
2024-07-23,224.365,226.94,222.68,225.01,39960260.0,AAPL
2024-07-22,227.01,227.78,223.09,223.96,48201835.0,AAPL
2024-07-19,224.82,226.8,223.275,224.31,49151453.0,AAPL
2024-07-18,230.28,230.44,222.27,224.18,66034585.0,AAPL
2024-07-17,229.45,231.4599,226.64,228.88,57345884.0,AAPL
2024-07-16,235.0,236.27,232.33,234.82,43234278.0,AAPL
2024-07-15,236.48,237.23,233.09,234.4,62631252.0,AAPL
2024-07-12,228.92,232.64,228.68,230.54,53046527.0,AAPL
2024-07-11,231.39,232.39,225.77,227.57,64710617.0,AAPL
2024-07-10,229.3,233.08,229.25,232.98,62627687.0,AAPL
2024-07-09,227.93,229.4,226.3721,228.68,48169822.0,AAPL
2024-07-08,227.09,227.85,223.25,227.82,59085861.0,AAPL
2024-07-05,221.65,226.45,221.65,226.34,60412408.0,AAPL
2024-07-03,220.0,221.55,219.03,221.55,37369801.0,AAPL
2024-07-02,216.15,220.38,215.1,220.27,58046178.0,AAPL
2024-07-01,212.09,217.51,211.92,216.75,60402929.0,AAPL
2024-06-28,215.77,216.07,210.3,210.62,82542718.0,AAPL
2024-06-27,214.69,215.7395,212.35,214.1,49772707.0,AAPL
2024-06-26,211.5,214.86,210.64,213.25,66213186.0,AAPL
2024-06-25,209.15,211.38,208.61,209.07,56713868.0,AAPL
2024-06-24,207.72,212.7,206.59,208.14,80727006.0,AAPL
2024-06-21,210.39,211.89,207.11,207.49,246421353.0,AAPL
2024-06-20,213.93,214.24,208.85,209.68,86172451.0,AAPL
2024-06-18,217.59,218.63,213.0,214.29,79943254.0,AAPL
2024-06-17,213.37,218.95,212.72,216.67,93728300.0,AAPL
2024-06-14,213.85,215.17,211.3,212.49,70122748.0,AAPL
2024-06-13,214.74,216.75,211.6,214.24,97862729.0,AAPL
2024-06-12,207.37,220.2,206.9,213.07,198134293.0,AAPL
2024-06-11,193.65,207.16,193.63,207.15,172373296.0,AAPL
2024-06-10,196.9,197.3,192.15,193.12,97262077.0,AAPL
2024-06-07,194.65,196.94,194.14,196.89,53103912.0,AAPL
2024-06-06,195.685,196.5,194.17,194.48,41181753.0,AAPL
2024-06-05,195.4,196.9,194.87,195.87,54156785.0,AAPL
2024-06-04,194.635,195.32,193.0342,194.35,47471445.0,AAPL
2024-06-03,192.9,194.99,192.52,194.03,50080539.0,AAPL
2024-05-31,191.44,192.57,189.91,192.25,75158277.0,AAPL
2024-05-30,190.76,192.18,190.63,191.29,49947941.0,AAPL
2024-05-29,189.61,192.247,189.51,190.29,53068016.0,AAPL
2024-05-28,191.51,193.0,189.1,189.99,52280051.0,AAPL
2024-05-24,188.82,190.58,188.0404,189.98,36326975.0,AAPL
2024-05-23,190.98,191.0,186.625,186.88,51005924.0,AAPL
2024-05-22,192.265,192.8231,190.27,190.9,34648547.0,AAPL
2024-05-21,191.09,192.73,190.9201,192.35,42309401.0,AAPL
2024-05-20,189.325,191.9199,189.01,191.04,44361275.0,AAPL
2024-05-17,189.51,190.81,189.18,189.87,41282925.0,AAPL
2024-05-16,190.47,191.095,189.6601,189.84,52845230.0,AAPL
2024-05-15,187.91,190.65,187.37,189.72,70399988.0,AAPL
2024-05-14,187.51,188.3,186.29,187.43,52393619.0,AAPL
2024-05-13,185.435,187.1,184.62,186.28,72044809.0,AAPL
2024-05-10,184.9,185.09,182.13,183.05,50759496.0,AAPL
2024-05-09,182.56,184.66,182.11,184.57,48982972.0,AAPL
2024-05-08,182.85,183.07,181.45,182.74,45057087.0,AAPL
2024-05-07,183.45,184.9,181.32,182.4,77305771.0,AAPL
2024-05-06,182.354,184.2,180.42,181.71,78569667.0,AAPL
2024-05-03,186.645,187.0,182.66,183.38,163224109.0,AAPL
2024-05-02,172.51,173.415,170.89,173.03,94214915.0,AAPL
2024-05-01,169.58,172.705,169.11,169.3,50383147.0,AAPL
2024-04-30,173.33,174.99,170.0,170.33,65934776.0,AAPL
2024-04-29,173.37,176.03,173.1,173.5,68169419.0,AAPL
2024-04-26,169.88,171.34,169.18,169.3,44838354.0,AAPL
2024-04-25,169.525,170.61,168.1511,169.89,50558329.0,AAPL
2024-04-24,166.54,169.3,166.21,169.02,48251835.0,AAPL
2024-04-23,165.35,167.05,164.92,166.9,49537761.0,AAPL
2024-04-22,165.515,167.26,164.77,165.84,48116443.0,AAPL
2024-04-19,166.21,166.4,164.075,165.0,68149377.0,AAPL
2024-04-18,168.03,168.64,166.55,167.04,43122903.0,AAPL
2024-04-17,169.61,170.65,168.0,168.0,50901210.0,AAPL
2024-04-16,171.75,173.76,168.27,169.38,73711235.0,AAPL
2024-04-15,175.36,176.63,172.5,172.69,73531773.0,AAPL
2024-04-12,174.26,178.36,174.21,176.55,101670886.0,AAPL
2024-04-11,168.34,175.46,168.16,175.04,91070275.0,AAPL
2024-04-10,168.8,169.09,167.11,167.78,49709336.0,AAPL
2024-04-09,168.7,170.08,168.35,169.67,42231444.0,AAPL
2024-04-08,169.03,169.2,168.24,168.45,37216858.0,AAPL
2024-04-05,169.59,170.39,168.95,169.58,41975776.0,AAPL
2024-04-04,170.29,171.92,168.82,168.82,53355055.0,AAPL
2024-04-03,168.79,170.68,168.58,169.65,45571129.0,AAPL
2024-04-02,169.08,169.34,168.2302,168.84,49013991.0,AAPL
2024-04-01,171.19,171.25,169.475,170.03,43772506.0,AAPL
2024-03-28,171.75,172.23,170.51,171.48,65672690.0,AAPL
2024-03-27,170.41,173.6,170.11,173.31,60273265.0,AAPL
2024-03-26,170.0,171.42,169.58,169.71,57388449.0,AAPL
2024-03-25,170.565,171.94,169.45,170.85,54288328.0,AAPL
2024-03-22,171.76,173.05,170.06,172.28,71160138.0,AAPL
2024-03-21,177.05,177.49,170.84,171.37,106181270.0,AAPL
2024-03-20,175.72,178.67,175.09,178.67,53423102.0,AAPL
2024-03-19,174.34,176.605,173.03,176.08,55215244.0,AAPL
2024-03-18,175.57,177.71,173.52,173.72,75604184.0,AAPL
2024-03-15,171.17,172.62,170.285,172.62,121752699.0,AAPL
2024-03-14,172.91,174.3078,172.05,173.0,72571635.0,AAPL
2024-03-13,172.77,173.185,170.76,171.13,51948951.0,AAPL
2024-03-12,173.15,174.03,171.01,173.23,59544927.0,AAPL
2024-03-11,172.94,174.38,172.05,172.75,58929918.0,AAPL
2024-03-08,169.0,173.7,168.94,170.73,76267041.0,AAPL
2024-03-07,169.15,170.73,168.49,169.0,71765061.0,AAPL
2024-03-06,171.06,171.24,168.68,169.12,68587707.0,AAPL
2024-03-05,170.76,172.04,169.62,170.12,95132355.0,AAPL
2024-03-04,176.15,176.9,173.79,175.1,81510101.0,AAPL
2024-03-01,179.55,180.53,177.38,179.66,73563082.0,AAPL
2024-02-29,181.27,182.57,179.53,180.75,136682597.0,AAPL
2024-02-28,182.51,183.12,180.13,181.42,48953939.0,AAPL
2024-02-27,181.1,183.9225,179.56,182.63,54318851.0,AAPL
2024-02-26,182.24,182.76,180.65,181.16,40867421.0,AAPL
2024-02-23,185.01,185.04,182.23,182.52,45119677.0,AAPL
2024-02-22,183.48,184.955,182.46,184.37,52292208.0,AAPL
2024-02-21,181.94,182.8888,180.66,182.32,41529674.0,AAPL
2024-02-20,181.79,182.43,180.0,181.56,53665553.0,AAPL
2024-02-16,183.42,184.85,181.665,182.31,49752465.0,AAPL
2024-02-15,183.55,184.49,181.35,183.86,65434496.0,AAPL
2024-02-14,185.32,185.53,182.44,184.15,54630517.0,AAPL
2024-02-13,185.77,186.21,183.5128,185.04,56529529.0,AAPL
2024-02-12,188.415,188.67,186.79,187.15,41781934.0,AAPL
2024-02-09,188.65,189.99,188.0,188.85,45155216.0,AAPL
2024-02-08,189.385,189.535,187.35,188.32,40962046.0,AAPL
2024-02-07,190.64,191.05,188.61,189.41,53438955.0,AAPL
2024-02-06,186.86,189.31,186.7695,189.3,43490759.0,AAPL
2024-02-05,188.15,189.25,185.84,187.68,69668820.0,AAPL
2024-02-02,179.86,187.33,179.25,185.85,102551680.0,AAPL
2024-02-01,183.985,186.95,183.82,186.86,64885408.0,AAPL
2024-01-31,187.04,187.095,184.35,184.4,55467803.0,AAPL
2024-01-30,190.94,191.8,187.47,188.04,55859370.0,AAPL
2024-01-29,192.01,192.2,189.58,191.73,47145622.0,AAPL
2024-01-26,194.27,194.76,191.94,192.42,44594011.0,AAPL
2024-01-25,195.22,196.2675,193.1125,194.17,54822126.0,AAPL
2024-01-24,195.42,196.38,194.34,194.5,53463269.0,AAPL
2024-01-23,195.02,195.75,193.8299,195.18,42355590.0,AAPL
2024-01-22,192.3,195.33,192.26,193.89,60133852.0,AAPL
2024-01-19,189.33,191.95,188.82,191.56,68902985.0,AAPL
2024-01-18,186.09,189.14,185.83,188.63,78005754.0,AAPL
2024-01-17,181.27,182.93,180.3,182.68,47317433.0,AAPL
2024-01-16,182.16,184.26,180.934,183.63,65603041.0,AAPL
2024-01-12,186.06,186.74,185.19,185.92,40477782.0,AAPL
2024-01-11,186.54,187.05,183.62,185.59,49128408.0,AAPL
2024-01-10,184.35,186.4,183.92,186.19,46792908.0,AAPL
2024-01-09,183.92,185.15,182.73,185.14,42841809.0,AAPL
2024-01-08,182.085,185.6,181.5,185.56,59144470.0,AAPL
2024-01-05,181.99,182.76,180.17,181.18,62196924.0,AAPL
2024-01-04,182.15,183.0872,180.88,181.91,71983570.0,AAPL
2024-01-03,184.22,185.88,183.43,184.25,58414460.0,AAPL
2024-01-02,187.15,188.44,183.885,185.64,82488674.0,AAPL
2025-01-17,434.085,434.48,428.17,429.03,26197507.0,MSFT
2025-01-16,428.695,429.49,424.39,424.58,15300023.0,MSFT
2025-01-15,419.13,428.15,418.265,426.31,19637838.0,MSFT
2025-01-14,417.81,419.74,410.72,415.67,16935856.0,MSFT
2025-01-13,415.235,418.5,412.29,417.19,17604780.0,MSFT
2025-01-10,424.63,424.71,415.02,418.95,20201132.0,MSFT
2025-01-08,423.46,426.97,421.54,424.56,15054575.0,MSFT
2025-01-07,429.0,430.65,420.8,422.37,18139065.0,MSFT
2025-01-06,428.0,434.32,425.4774,427.85,20573648.0,MSFT
2025-01-03,421.08,424.03,419.54,423.35,16662943.0,MSFT
2025-01-02,425.53,426.07,414.85,418.58,16896469.0,MSFT
2024-12-31,426.1,426.73,420.66,421.5,13246509.0,MSFT
2024-12-30,426.06,427.55,421.9,424.83,13158703.0,MSFT
2024-12-27,434.6,435.22,426.35,430.53,18117713.0,MSFT
2024-12-26,439.08,440.94,436.63,438.11,8199927.0,MSFT
2024-12-24,434.65,439.6,434.19,439.33,7164543.0,MSFT
2024-12-23,436.74,437.65,432.83,435.25,19152519.0,MSFT
2024-12-20,433.11,443.74,428.63,436.6,64263694.0,MSFT
2024-12-19,441.62,443.1834,436.32,437.03,22963681.0,MSFT
2024-12-18,451.32,452.65,437.02,437.39,24444545.0,MSFT
2024-12-17,451.01,455.29,449.57,454.46,22733494.0,MSFT
2024-12-16,447.27,452.18,445.28,451.59,23598834.0,MSFT
2024-12-13,448.435,451.43,445.58,447.27,20177833.0,MSFT
2024-12-12,449.11,456.1648,449.11,449.56,20834779.0,MSFT
2024-12-11,444.05,450.35,444.05,448.99,19200208.0,MSFT
2024-12-10,444.39,449.62,441.6,443.33,18469459.0,MSFT
2024-12-09,442.6,448.33,440.5,446.02,19144388.0,MSFT
2024-12-06,442.3,446.1,441.7703,443.57,18821002.0,MSFT
2024-12-05,437.92,444.66,436.171,442.62,21697775.0,MSFT
2024-12-04,433.03,439.67,432.63,437.42,26009429.0,MSFT
2024-12-03,429.84,432.47,427.74,431.2,18301987.0,MSFT
2024-12-02,421.57,433.0,421.31,430.98,20207223.0,MSFT
2024-11-29,420.09,424.88,417.8,423.46,16271921.0,MSFT
2024-11-27,425.105,427.2299,422.02,422.99,18332444.0,MSFT
2024-11-26,419.585,429.0414,418.85,427.99,23458889.0,MSFT
2024-11-25,418.38,421.08,414.85,418.79,27691090.0,MSFT
2024-11-22,411.365,417.4,411.06,417.0,24814626.0,MSFT
2024-11-21,419.5,419.78,410.2887,412.87,20780162.0,MSFT
2024-11-20,416.87,417.29,410.58,415.49,19191655.0,MSFT
2024-11-19,413.11,417.94,411.55,417.79,18133529.0,MSFT
2024-11-18,414.87,418.4037,412.1,415.76,24742013.0,MSFT
2024-11-15,419.82,422.8,413.64,415.0,28247644.0,MSFT
2024-11-14,425.0,428.17,420.0,426.89,30246881.0,MSFT
2024-11-13,421.64,429.325,418.21,425.2,21502185.0,MSFT
2024-11-12,418.25,424.44,417.2,423.03,19401204.0,MSFT
2024-11-11,422.515,424.81,416.0,418.01,24503321.0,MSFT
2024-11-08,425.32,426.5,421.78,422.54,16891414.0,MSFT
2024-11-07,421.28,426.85,419.88,425.43,19901782.0,MSFT
2024-11-06,412.42,420.45,410.52,420.18,26681842.0,MSFT
2024-11-05,408.37,414.9,408.08,411.46,17626011.0,MSFT
2024-11-04,409.8,410.415,405.5713,408.46,19672286.0,MSFT
2024-11-01,409.01,415.5,407.5,410.37,24230442.0,MSFT
2024-10-31,415.36,416.16,406.3,406.35,53970981.0,MSFT
2024-10-30,437.435,438.5,432.1,432.53,29749149.0,MSFT
2024-10-29,428.0,433.17,425.8001,431.95,17644080.0,MSFT
2024-10-28,431.655,431.94,426.3,426.59,14882444.0,MSFT
2024-10-25,426.76,432.52,426.565,428.15,16899064.0,MSFT
2024-10-24,425.325,425.9782,422.4,424.73,13581631.0,MSFT
2024-10-23,430.855,431.08,422.53,424.6,19654379.0,MSFT
2024-10-22,418.49,430.5793,418.04,427.51,25482197.0,MSFT
2024-10-21,416.12,418.96,413.7501,418.78,14206115.0,MSFT
2024-10-18,417.14,419.65,416.2601,418.16,17145317.0,MSFT
2024-10-17,422.36,422.5,415.59,416.72,14820004.0,MSFT
2024-10-16,415.17,416.36,410.48,416.12,15508932.0,MSFT
2024-10-15,422.18,422.48,415.26,418.74,18900201.0,MSFT
2024-10-14,417.77,424.04,417.52,419.14,16653086.0,MSFT
2024-10-11,416.135,417.13,413.25,416.32,14144944.0,MSFT
2024-10-10,415.225,417.35,413.15,415.84,13848376.0,MSFT
2024-10-09,415.86,420.38,414.3,417.46,14974257.0,MSFT
2024-10-08,410.9,415.66,408.17,414.71,19229261.0,MSFT
2024-10-07,416.0,417.11,409.0,409.54,20919761.0,MSFT
2024-10-04,418.24,419.75,414.97,416.06,19190913.0,MSFT
2024-10-03,417.63,419.55,414.29,416.54,13686421.0,MSFT
2024-10-02,422.58,422.82,416.71,417.13,16582257.0,MSFT
2024-10-01,428.45,428.48,418.81,420.69,19092945.0,MSFT
2024-09-30,428.21,430.42,425.37,430.3,16854606.0,MSFT
2024-09-27,431.52,431.85,427.47,428.02,14896131.0,MSFT
2024-09-26,435.085,435.3,429.13,431.31,14492044.0,MSFT
2024-09-25,429.83,433.119,428.57,432.11,13396364.0,MSFT
2024-09-24,433.0,433.35,426.1,429.17,17015754.0,MSFT
2024-09-23,434.28,436.46,430.3889,433.51,15128891.0,MSFT
2024-09-20,437.22,439.24,434.22,435.27,55167106.0,MSFT
2024-09-19,441.225,441.5,436.9,438.69,21706559.0,MSFT
2024-09-18,435.0,436.03,430.41,430.81,18898042.0,MSFT
2024-09-17,440.23,441.85,432.27,435.15,18874231.0,MSFT
2024-09-16,430.6,433.53,428.22,431.34,13834697.0,MSFT
2024-09-13,425.825,431.83,425.46,430.59,15874555.0,MSFT
2024-09-12,423.31,427.3692,419.75,427.0,17418759.0,MSFT
2024-09-11,415.5,423.99,409.58,423.04,19266923.0,MSFT
2024-09-10,408.2,416.33,407.7,414.2,19594287.0,MSFT
2024-09-09,407.24,408.65,402.15,405.72,15295134.0,MSFT
2024-09-06,409.06,410.65,400.8,401.7,19609526.0,MSFT
2024-09-05,407.62,413.1,406.13,408.39,14195516.0,MSFT
2024-09-04,405.91,411.24,404.37,408.9,14886710.0,MSFT
2024-09-03,417.91,419.88,407.03,409.44,20313603.0,MSFT
2024-08-30,415.6,417.49,412.13,417.14,24308324.0,MSFT
2024-08-29,414.94,422.05,410.6,413.12,17045241.0,MSFT
2024-08-28,414.88,415.0,407.31,410.6,14882660.0,MSFT
2024-08-27,412.86,414.36,410.25,413.84,13492911.0,MSFT
2024-08-26,416.365,417.2799,411.34,413.49,13152830.0,MSFT
2024-08-23,416.98,419.26,412.09,416.79,18493784.0,MSFT
2024-08-22,424.36,426.7899,414.61,415.55,19361901.0,MSFT
2024-08-21,424.075,426.4,421.72,424.14,16067298.0,MSFT
2024-08-20,421.7,425.86,421.64,424.8,16387581.0,MSFT
2024-08-19,418.96,421.75,416.46,421.53,15233957.0,MSFT
2024-08-16,420.6,421.34,417.3,418.47,22775593.0,MSFT
2024-08-15,419.8,421.11,417.66,421.03,20752144.0,MSFT
2024-08-14,414.8,417.72,412.4456,416.86,18266980.0,MSFT
2024-08-13,409.59,414.95,409.57,414.01,19414271.0,MSFT
2024-08-12,407.06,408.76,404.2434,406.81,16762883.0,MSFT
2024-08-09,404.03,408.05,402.2624,406.02,19276666.0,MSFT
2024-08-08,402.44,405.86,399.9407,402.69,20203030.0,MSFT
2024-08-07,408.635,410.08,397.47,398.43,20650906.0,MSFT
2024-08-06,400.0,405.67,398.5,399.61,24946525.0,MSFT
2024-08-05,389.17,401.04,385.58,395.15,40709238.0,MSFT
2024-08-02,412.49,415.0,404.34,408.49,29437900.0,MSFT
2024-08-01,420.785,427.46,413.0901,417.11,30296400.0,MSFT
2024-07-31,420.495,421.775,412.21,418.35,42891366.0,MSFT
2024-07-30,427.72,429.05,417.36,422.92,32687578.0,MSFT
2024-07-29,431.58,432.15,424.7042,426.73,15125836.0,MSFT
2024-07-26,418.2,428.915,417.27,425.27,23583839.0,MSFT
2024-07-25,428.8,429.8,417.51,418.4,29943795.0,MSFT
2024-07-24,440.45,441.48,427.585,428.9,26805800.0,MSFT
2024-07-23,443.895,448.39,443.1,444.85,13107050.0,MSFT
2024-07-22,441.79,444.6,438.9125,442.94,15808755.0,MSFT
2024-07-19,433.1,441.14,432.0,437.11,20940417.0,MSFT
2024-07-18,444.34,444.65,434.4,440.37,20794822.0,MSFT
2024-07-17,442.59,444.85,439.18,443.52,21754021.0,MSFT
2024-07-16,454.22,454.3,446.66,449.52,17175679.0,MSFT
2024-07-15,453.3,457.26,451.43,453.96,14429447.0,MSFT
2024-07-12,454.325,456.36,450.645,453.55,16324274.0,MSFT
2024-07-11,462.98,464.78,451.55,454.7,23111175.0,MSFT
2024-07-10,461.22,466.46,458.855,466.25,18196100.0,MSFT
2024-07-09,467.0,467.33,458.0,459.54,17228507.0,MSFT
2024-07-08,466.55,467.7,464.46,466.24,12962321.0,MSFT
2024-07-05,459.61,468.35,458.965,467.56,16000290.0,MSFT
2024-07-03,458.19,461.02,457.88,460.77,9932830.0,MSFT
2024-07-02,453.2,459.59,453.113,459.28,13979779.0,MSFT
2024-07-01,448.66,457.37,445.66,456.73,17662818.0,MSFT
2024-06-28,453.07,455.38,446.41,446.95,28362271.0,MSFT
2024-06-27,452.175,456.17,451.77,452.85,14806324.0,MSFT
2024-06-26,449.0,453.6,448.19,452.16,16507030.0,MSFT
2024-06-25,448.25,451.42,446.75,450.95,16747529.0,MSFT
2024-06-24,449.8,452.75,446.41,447.67,15913719.0,MSFT
2024-06-21,447.38,450.58,446.51,449.78,34486172.0,MSFT
